key,0,1,2,3,4
#,Image,Jingle,Type,Lang,
int32,Image,Jingle,sbyte,bit&01,int32
0,,,1,True,0
1,,"Que_Start",1,True,0
2,,"Que_Clear",1,True,0
3,,"Rade_Start",1,True,0
4,,,1,True,0
5,,"Rade_Fail",1,True,0
6,,"Que_Start",1,True,0
7,,"Que_Clear",1,True,0
8,,"Lev_Start",1,True,0
9,,"Lev_Clear",1,True,0
10,,"Lev_Fail",1,True,0
11,,"Beh_Start",1,True,0
12,,,1,True,0
13,,"Beh_Fail",1,True,0
14,,"Unlock",1,True,0
15,,"Unlock",1,True,0
16,,"Unlock",1,True,0
17,,"Unlock",1,True,0
18,,"Unlock",1,True,0
19,,"Unlock",1,True,0
20,,"Unlock",1,True,0
21,,"Unlock",1,True,0
22,,"Unlock",1,True,0
23,,"Unlock",1,True,0
24,,"Unlock",1,True,0
25,,"Unlock",1,True,0
26,,"Unlock",1,True,0
27,,"Unlock",1,True,0
28,,"Unlock",1,True,0
29,,"Unlock",1,True,0
30,,"Unlock",1,True,0
31,,"Unlock",1,True,0
32,,"Unlock",1,True,0
33,,"Fate_S_Enc",1,True,0
34,,"Fate_S_Start",1,True,0
35,,"Fate_S_Clear",1,True,0
36,,"Unlock",1,True,0
37,,"Fate_Enc",1,True,0
38,,"Fate_Start",1,True,0
39,,"Fate_Clear",1,True,0
40,,"Unlock",1,True,0
41,,"Unlock",1,True,0
42,,"Unlock",1,True,0
43,,"Unlock",1,True,0
44,,"Unlock",1,True,0
45,,"Unlock",1,True,0
46,,"Unlock",1,True,0
47,,"Unlock",1,True,0
48,,"Unlock",1,True,0
49,,"Unlock",1,True,0
50,,"Unlock",1,True,0
51,,"Unlock",1,True,0
52,,"Unlock",1,True,0
53,,"Unlock",1,True,0
54,,"Unlock",1,True,0
55,,"Unlock",1,True,0
56,,"Unlock",1,True,0
57,,"Unlock",1,True,0
58,,"Unlock",1,True,0
59,,"Unlock",1,True,0
60,,"Unlock",1,True,0
61,,"Unlock",1,True,0
62,,"Unlock",1,True,0
63,,"Unlock",1,True,0
64,,"Unlock",1,True,0
65,,"Unlock",1,True,0
66,,"Unlock",1,True,0
67,,"Unlock",1,True,0
68,,"Unlock",1,True,0
69,,"Unlock",1,True,0
70,,"Unlock",1,True,0
71,,"Unlock",1,True,0
72,,"Que_Clear",1,True,0
73,,"Unlock",1,True,0
74,,"Unlock",1,True,0
75,,"Unlock",1,True,0
76,,"Unlock",1,True,0
77,,"Unlock",1,True,0
78,,"Unlock",1,True,0
79,,"Unlock",1,True,0
80,,"Unlock",1,True,0
81,,"Unlock",1,True,0
82,,"Unlock",1,True,0
83,,"Unlock",1,True,0
84,,"Unlock",1,True,0
85,,"Unlock",1,True,0
86,,"Unlock",1,True,0
87,,"Unlock",1,True,0
88,,"Unlock",1,True,0
89,,"Unlock",1,True,0
90,,"Unlock",1,True,0
91,,"Unlock",1,True,0
92,,"Unlock",1,True,0
93,,"Unlock",1,True,0
94,,"Unlock",1,True,0
95,,"Unlock",1,True,0
96,,"Unlock",1,True,0
97,,"Unlock",1,True,0
98,,"Unlock",1,True,0
99,,"Unlock",1,True,0
100,,"Que_Start",1,True,0
101,,"Que_Clear",1,True,0
102,,"Rade_Start",1,True,0
103,,"Lv",0,False,0
104,,"Fate_FFXIII_Enc",1,True,0
105,,"Fate_FFXIII_Clear",1,True,0
106,,"Fate_FFXIII_Fail",1,True,0
107,,"Rade_Start",1,True,0
108,,,1,True,0
109,,,1,True,0
110,,"Unlock",1,True,0
111,,"Unlock",1,True,0
112,,"Unlock",1,True,0
113,,"Unlock",1,True,0
114,,"Unlock",1,True,0
115,,"Unlock",1,True,0
116,,"Unlock",1,True,0
117,,,1,True,0
118,,"Unlock",1,True,0
119,,,1,True,0
120,,,1,True,0
121,,"Que_Start",1,True,0
122,,"Que_Clear",1,True,0
123,,"Fate_S_Enc",1,True,0
124,,"Fate_S_Start",1,True,0
125,,"Fate_S_Clear",1,True,0
126,,"Fate_Hildibrand_Enc",1,True,0
127,,"Que_Start",1,True,0
128,,"Que_Clear",1,True,0
129,,"Fate_Enc",1,True,0
130,,"Fate_FFXI_Clear",1,True,0
131,,"Fate_S_Clear",1,True,0
132,,"Que_Start",1,True,0
133,,"Que_Clear",1,True,0
134,,"Fate_S_Enc",1,True,0
135,,"Fate_S_Start",1,True,0
136,,"Fate_S_Clear",1,True,0
137,,"Unlock",1,True,0
138,,"Unlock",1,True,0
139,,"Unlock",1,True,0
140,,"Unlock",1,True,0
141,,"Unlock",1,True,0
142,,"Unlock",1,True,0
143,,"Unlock",1,True,0
144,,"Unlock",1,True,0
145,,"Unlock",1,True,0
146,,"Unlock",1,True,0
147,,"Unlock",1,True,0
148,,,1,True,0
149,,"Lv",1,True,0
150,,"PvP_RankUP",1,True,0
151,,"Que_Clear",1,True,0
152,,"Unlock",1,True,0
153,,"Unlock",1,True,0
154,,"Unlock",1,True,0
155,,"Que_Start",1,True,0
156,,"Fate_Ban_Enc",1,True,0
157,,"Fate_Enc",1,True,0
158,,"Fate_Start",1,True,0
159,,"Unlock",1,True,0
160,,"Unlock",1,True,0
161,,"Unlock",1,True,0
162,,"Unlock",1,True,0
163,,"Unlock",1,True,0
164,,"Unlock",1,True,0
165,,"Unlock",1,True,0
166,,"Unlock",1,True,0
167,,"Lv",1,True,0
168,,"Lv",1,True,0
169,,"Lv",1,True,0
170,,"Lv",1,True,0
171,,"Lv",1,True,0
172,,"Unlock",1,True,0
173,,"Unlock",1,True,0
174,,"Unlock",1,True,0
175,,"Lv",1,True,0
176,,"LvUP_each5",6,True,0
177,,"EU_LvDown",18,True,0
178,,"LvUP_each5",6,True,0
179,,"Unlock",1,True,0
180,,"Lv",0,False,0
181,,"Unlock",1,True,0
182,,"Unlock",1,True,0
183,,"Unlock",1,True,0
184,,"Unlock",1,True,0
185,,"Unlock",1,True,0
186,,"Unlock",1,True,0
187,,"Unlock",1,True,0
188,,"Unlock",1,True,0
189,,"Unlock",1,True,0
190,,"Unlock",1,True,0
191,,"Unlock",1,True,0
192,,"Unlock",1,True,0
193,,"Unlock",1,True,0
194,,"Unlock",1,True,0
195,,"Lv",0,False,0
196,,,1,True,0
197,,"Que_Start_Ban",1,True,0
198,,"Que_Clear",1,True,0
199,,"Fate_Enc",1,True,0
200,,"Que_Start",1,True,0
